,content,sentiment,value
315,I am on premium and i don't receive whatsapp messages as reminders,Negative,0
316,Add features like todoist,Positive,1
317,Ok,Positive,1
318,You have to pay to get half the features,Negative,0
319,Very limited without premium,Negative,0
320,Best GUI with few bugs,Positive,1
321,I left a review earlier that was one star. While the app wasn't for me (I found that it was confusing and didn't suit my needs so I deleted it shortly after) The customer service was fantastic. I was charged for a subscription even though I didn't use the app because I made a mistake in canceling the subscription. I sent an email detailing my problem and asking for a refund. The response was quick and a refund was granted I thought it was only fair to come back and leave a nicer review.,Positive,1
322,I just downloaded the app not quite long. I've started to enjoy it but there's one problem. The widget is usually empty even though there are tasks in the app. What can I do about it?,Negative,0
323,برنامه عالیه اما اکثر امکاناتش پولیه,Negative,0
324,Nice,Positive,1
325,Very handy if you're going shopping or need reminders on what you want to purchase. Easy to use and plenty of features.,Positive,1
326,I really like this apps cos it allows me to plan weekly schdules which is very important to me.,Positive,1
327,Missing an important feature!!! They need to add the option to remind you every x minutes and x hours per day. It is a must for someone who has ADHD. I would definitely keep the upgrade if they can implement this feature.,Positive,1
328,Its okay so far but im not sure on how to find the focusing tree part in order for me to stay focused just wondering how you do it other than that not too bad of an app,Positive,1
329,It is not working,Negative,0
330,LIKE,Positive,1
331,I want to use this app but i can't do log in. Many times i uninstall and reinstall but prb is still not solved,Positive,1
332,I believe I am rating about getting back on engine browser and phone after batteries or devices cannot interface,Negative,0
333,Tried it. The app worked well but found something that works better for me personally..🙃,Positive,1
334,Not so good,Positive,1
335,This site is most suitable for those who wanted to get a jobs from home Thanks a lot,Positive,1
336,Great app. But I am not getting notifications even when i set time to remind,Positive,1
337,Going for free and better Microsoft To-do,Positive,1
338,So far I'm not impressed and I don't see where it's worth over $40 a year to use... I'm really trying to use it for everything since I did pay for it but to me it's just not worth it.,Positive,1
339,Not bad,Negative,0
340,Will not let me start the free trial or for that matter purchase an upgrade so for now since it's stuck like me 3. Get it fixed and I'll improve score.,Positive,1
341,Delet,Negative,0
342,Thank you 😊,Positive,1
343,Features available in many apps for free are paid here...,Positive,1
344,I would normally give this 5 stars but the past few days the widget has not allowed me to make tasks on future dates. It just puts the task on todays date. And you cant put tasks on random future days either. Tomorrow yes but i like to plan ahead of tomorrow,Positive,1
345,Super,Positive,1
346,don't understand collaborative editing,Negative,0
347,Not very user-friendly. I found it hard to navigate and find what I wanted. It works nicely and I appreciate the simple art style.,Positive,1
348,How do u change it to am or pm because I can't press it and the time is really important,Positive,1
349,Can't edit the time of a scheduled task and no sound/alarm notifications for the tasks. Edit- sound issue resolved. But still having issues with editing tasks. Not a very user friendly interface.,Positive,1
350,I'm(Edwin M. Gonzales)Admin),Negative,0
351,Gud,Negative,0
352,Great app and does what I want it to do. (Is my prefered habit tracker ) However I believe the colours should not be a premium feature. Far too expensive as it is the only reason I would get premium! Perhaps make adding wallpapers from gallery a premium feature?,Positive,1
353,Reminder sound not sounding,Negative,0
354,It is better than the normal app in your phone I only wish their was better support for the calendar,Positive,1
355,Need more user friendly interface. But very useful application my mobile.,Positive,1
356,Everything is great. But the sort by time isn't working properly.,Positive,1
357,I asked seven days trial to see whether I like or not and you have already taken the money for the whole entire year that is a rip-off,Positive,1
358,Tried to share a list with my husband but it won't share between my Office account and his Personal account. It's a show stopper.,Positive,1
359,All good. Should work on calendar,Positive,1
360,Love it!! But can't afford premium😞,Positive,1
361,"I have been using this app for years and previous update of ""next 7 days"" update is amazing. I usally plan my day in morning and use widget to view my today's tasks but now app widget shows tasks by category not by next 7 days which has created a serious issue for me. I highly recommend in widget show tasks by day wise list not by category wise otherwise for me and for many this app is useless.",Positive,1
362,1) It has a calendar feature but you can't customize the calendar events repetition as much as you can in google (can do daily but not 5 days a week all in one entry). 2) edit: figured the task sorting part out. Sort by time and collapse upcoming/tomorrow and it will just show your daily tasks. I like that. But it's still not worth paying for unless the calendar event customization is as good as Google's since that is free.,Positive,1
363,Very 👌 nice,Positive,1
364,Great app. but buggy. Keeps asking me to delete all completed tasks even though it's empty,Positive,1
